repayment_id,loan_id,montant,date_paiement,statut_paiement
REP001299,LN00128,11500,2021-11-01,PAID
REP001300,LN00128,11500,2021-11-30,PAID
REP001301,LN00128,11500,2021-12-29,PAID
REP001302,LN00128,11500,2022-01-29,PAID
REP001303,LN00128,11500,2022-03-04,PAID
REP001304,LN00128,11500,2022-03-31,PAID
REP001305,LN00128,11500,2022-05-05,PAID
REP001306,LN00128,11500,2022-05-28,PAID
REP001307,LN00128,11500,2022-07-03,PAID
REP001308,LN00128,11500,2022-08-01,PAID
REP001309,LN00128,11500,2022-08-27,PAID
REP001310,LN00128,11500,2022-09-29,PAID
REP001311,LN00129,39000,2022-05-27,PAID
REP001312,LN00129,39000,2022-06-24,PAID
REP001313,LN00129,39000,2022-07-28,LATE
REP001314,LN00129,39000,2022-08-26,PAID
REP001315,LN00129,39000,2022-09-22,PAID
REP001316,LN00129,39000,2022-10-21,PAID
REP001317,LN00129,39000,2022-11-24,PAID
REP001318,LN00129,39000,2022-12-23,PAID
REP001319,LN00129,39000,2023-01-19,PAID
REP001320,LN00129,39000,2023-02-19,PAID
REP001321,LN00129,39000,2023-03-20,PAID
REP001322,LN00129,39000,2023-04-26,LATE
REP001323,LN00129,39000,2023-05-24,PAID
REP001324,LN00129,39000,2023-06-22,LATE
REP001325,LN00129,39000,2023-07-23,PAID
REP001326,LN00129,39000,2023-08-23,PAID
REP001327,LN00129,39000,2023-09-21,PAID
REP001328,LN00129,39000,2023-10-21,PAID
REP001329,LN00129,39000,2023-11-16,PAID
REP001330,LN00129,39000,2023-12-23,PAID
REP001331,LN00129,39000,2024-01-16,LATE
REP001332,LN00129,39000,2024-02-19,PAID
REP001333,LN00129,39000,2024-03-14,PAID
REP001334,LN00129,39000,2024-04-15,PAID
REP001335,LN00129,39000,2024-05-14,PAID
REP001336,LN00129,39000,2024-06-13,PAID
REP001337,LN00129,39000,2024-07-15,PAID
REP001338,LN00129,39000,2024-08-13,PAID
REP001339,LN00129,39000,2024-09-12,PAID
REP001340,LN00129,39000,2024-10-18,PAID
REP001341,LN00129,39000,2024-11-17,PAID
REP001342,LN00129,39000,2024-12-14,PAID
REP001343,LN00129,39000,2025-01-10,PAID
REP001344,LN00129,39000,2025-02-12,PAID
REP001345,LN00129,39000,2025-03-15,LATE
REP001346,LN00129,39000,2025-04-14,PAID
REP001347,LN00130,92000,2023-12-06,PAID
REP001348,LN00130,92000,2024-01-11,PAID
REP001349,LN00130,92000,2024-02-03,PAID
REP001350,LN00130,92000,2024-03-08,PAID
REP001351,LN00130,92000,2024-04-04,PAID
REP001352,LN00130,92000,2024-05-10,PAID
REP001353,LN00130,92000,2024-06-06,PAID
REP001354,LN00130,92000,2024-07-06,PAID
REP001355,LN00130,92000,2024-08-06,PAID
REP001356,LN00130,92000,2024-09-02,PAID
REP001357,LN00131,47500,2023-04-15,PAID
REP001358,LN00131,47500,2023-05-15,PAID
REP001359,LN00131,47500,2023-06-17,PAID
REP001360,LN00131,47500,2023-07-12,PAID
REP001361,LN00131,47500,2023-08-16,LATE
REP001362,LN00131,47500,2023-09-12,PAID
REP001363,LN00131,47500,2023-10-10,PAID
REP001364,LN00131,47500,2023-11-15,PAID
REP001365,LN00131,47500,2023-12-12,PAID
REP001366,LN00131,47500,2024-01-12,PAID
REP001367,LN00131,47500,2024-02-09,PAID
REP001368,LN00131,47500,2024-03-06,PAID
REP001369,LN00131,47500,2024-04-05,PAID
REP001370,LN00131,47500,2024-05-08,PAID
REP001371,LN00131,47500,2024-06-12,LATE
REP001372,LN00132,30000,2021-01-08,PAID
REP001373,LN00132,30000,2021-02-09,PAID
REP001374,LN00132,30000,2021-03-08,PAID
REP001375,LN00132,30000,2021-04-11,PAID
REP001376,LN00132,30000,2021-05-09,PAID
REP001377,LN00132,30000,2021-06-11,PAID
REP001378,LN00132,30000,2021-07-10,PAID
REP001379,LN00132,30000,2021-08-04,PAID
REP001380,LN00132,30000,2021-09-07,PAID
REP001381,LN00132,30000,2021-10-04,PAID
REP001382,LN00132,30000,2021-11-01,PAID
REP001383,LN00132,30000,2021-12-07,PAID
REP001384,LN00132,30000,2022-01-06,PAID
REP001385,LN00133,56500,2023-08-04,PAID
REP001386,LN00133,56500,2023-09-10,PAID
REP001387,LN00133,56500,2023-10-06,PAID
REP001388,LN00134,39000,2022-04-07,PAID
REP001389,LN00134,39000,2022-05-06,PAID
REP001390,LN00135,44500,2024-06-22,PAID
REP001391,LN00135,44500,2024-07-18,PAID
REP001392,LN00135,44500,2024-08-20,PAID
REP001393,LN00135,44500,2024-09-15,PAID
REP001394,LN00135,44500,2024-10-14,PAID
REP001395,LN00135,44500,2024-11-13,PAID
REP001396,LN00135,44500,2024-12-19,PAID
REP001397,LN00135,44500,2025-01-19,PAID
REP001398,LN00135,44500,2025-02-14,PAID
REP001399,LN00135,44500,2025-03-12,PAID
REP001400,LN00135,44500,2025-04-17,PAID
REP001401,LN00135,44500,2025-05-15,PAID
REP001402,LN00135,44500,2025-06-15,PAID
REP001403,LN00135,44500,2025-07-17,PAID
REP001404,LN00135,44500,2025-08-11,PAID
REP001405,LN00135,44500,2025-09-14,PAID
REP001406,LN00135,44500,2025-10-14,PAID
REP001407,LN00135,44500,2025-11-15,PAID
REP001408,LN00135,44500,2025-12-10,PAID
REP001409,LN00135,44500,2026-01-08,PAID
REP001410,LN00135,44500,2026-02-10,LATE
REP001411,LN00135,44500,2026-03-14,PAID
REP001412,LN00135,44500,2026-04-13,PAID
REP001413,LN00135,44500,2026-05-07,PAID
REP001414,LN00136,362500,2023-03-29,PAID
REP001415,LN00136,362500,2023-04-24,PAID
REP001416,LN00136,362500,2023-05-26,PAID
REP001417,LN00137,64000,2023-10-01,LATE
REP001418,LN00137,64000,2023-11-02,PAID
REP001419,LN00137,64000,2023-12-07,PAID
REP001420,LN00137,64000,2024-01-04,PAID
REP001421,LN00137,64000,2024-01-31,PAID
REP001422,LN00137,64000,2024-02-27,PAID
REP001423,LN00137,64000,2024-04-02,LATE
REP001424,LN00137,64000,2024-05-01,PAID
REP001425,LN00137,64000,2024-05-28,PAID
REP001426,LN00137,64000,2024-07-03,PAID
REP001427,LN00137,64000,2024-07-31,PAID
REP001428,LN00138,72500,2020-04-22,PAID
REP001429,LN00138,72500,2020-05-21,PAID
REP001430,LN00138,72500,2020-06-17,PAID
REP001431,LN00138,72500,2020-07-20,PAID
REP001432,LN00138,72500,2020-08-16,PAID
REP001433,LN00138,72500,2020-09-19,PAID
REP001434,LN00138,72500,2020-10-19,PAID
REP001435,LN00138,72500,2020-11-13,PAID
REP001436,LN00138,72500,2020-12-13,PAID
REP001437,LN00140,108000,2020-11-04,PAID
REP001438,LN00140,108000,2020-12-06,PAID
REP001439,LN00140,108000,2021-01-04,PAID
REP001440,LN00140,108000,2021-01-27,PAID
REP001441,LN00140,108000,2021-03-04,PAID
REP001442,LN00140,108000,2021-04-04,PAID
REP001443,LN00140,108000,2021-04-28,PAID
REP001444,LN00140,108000,2021-06-03,PAID
REP001445,LN00140,108000,2021-07-01,PAID
REP001446,LN00140,108000,2021-08-02,PAID
REP001447,LN00140,108000,2021-08-31,LATE
REP001448,LN00140,108000,2021-09-29,PAID
REP001449,LN00140,108000,2021-11-01,PAID
REP001450,LN00140,108000,2021-11-27,PAID
REP001451,LN00140,108000,2021-12-29,PAID
REP001452,LN00140,108000,2022-01-22,PAID
REP001453,LN00140,108000,2022-02-27,LATE
REP001454,LN00140,108000,2022-03-23,PAID
REP001455,LN00141,155500,2022-07-28,PAID
REP001456,LN00141,155500,2022-08-24,PAID
REP001457,LN00142,298500,2020-12-24,PAID
REP001458,LN00142,298500,2021-01-23,PAID
REP001459,LN00142,298500,2021-02-22,PAID
REP001460,LN00142,298500,2021-03-24,PAID
REP001461,LN00142,298500,2021-04-23,PAID
REP001462,LN00142,298500,2021-05-19,PAID
REP001463,LN00143,55000,2021-03-05,PAID
REP001464,LN00143,55000,2021-03-30,PAID
REP001465,LN00144,42500,2022-02-22,PAID
REP001466,LN00144,42500,2022-03-28,PAID
REP001467,LN00144,42500,2022-04-25,PAID
REP001468,LN00144,42500,2022-05-23,PAID
REP001469,LN00144,42500,2022-06-23,PAID
REP001470,LN00144,42500,2022-07-20,PAID
REP001471,LN00144,42500,2022-08-21,LATE
REP001472,LN00144,42500,2022-09-26,PAID
REP001473,LN00144,42500,2022-10-19,PAID
REP001474,LN00144,42500,2022-11-17,PAID
REP001475,LN00144,42500,2022-12-19,PAID
REP001476,LN00144,42500,2023-01-21,PAID
REP001477,LN00144,42500,2023-02-18,PAID
REP001478,LN00144,42500,2023-03-25,PAID
REP001479,LN00144,42500,2023-04-22,PAID
REP001480,LN00144,42500,2023-05-16,PAID
REP001481,LN00144,42500,2023-06-17,PAID
REP001482,LN00144,42500,2023-07-16,PAID
REP001483,LN00144,42500,2023-08-15,PAID
REP001484,LN00144,42500,2023-09-17,PAID
REP001485,LN00144,42500,2023-10-15,PAID
REP001486,LN00144,42500,2023-11-19,PAID
REP001487,LN00144,42500,2023-12-15,PAID
REP001488,LN00144,42500,2024-01-18,PAID
REP001489,LN00145,13500,2022-10-31,PAID
REP001490,LN00145,13500,2022-11-25,PAID
REP001491,LN00145,13500,2022-12-30,PAID
REP001492,LN00145,13500,2023-01-28,PAID
REP001493,LN00145,13500,2023-03-01,PAID
REP001494,LN00145,13500,2023-03-26,PAID
REP001495,LN00145,13500,2023-04-25,PAID
REP001496,LN00145,13500,2023-05-23,PAID
REP001497,LN00145,13500,2023-06-27,PAID
REP001498,LN00145,13500,2023-07-29,PAID
REP001499,LN00145,13500,2023-08-29,LATE
REP001500,LN00145,13500,2023-09-28,PAID
REP001501,LN00145,13500,2023-10-21,PAID
REP001502,LN00145,13500,2023-11-19,PAID
REP001503,LN00145,13500,2023-12-27,PAID
REP001504,LN00145,13500,2024-01-20,PAID
REP001505,LN00145,13500,2024-02-22,PAID
REP001506,LN00145,13500,2024-03-21,LATE
REP001507,LN00145,13500,2024-04-19,PAID
REP001508,LN00145,13500,2024-05-19,PAID
REP001509,LN00145,13500,2024-06-23,PAID
REP001510,LN00145,13500,2024-07-17,PAID
REP001511,LN00145,13500,2024-08-23,PAID
REP001512,LN00145,13500,2024-09-21,PAID
REP001513,LN00145,13500,2024-10-21,PAID
REP001514,LN00145,13500,2024-11-19,PAID
REP001515,LN00145,13500,2024-12-17,PAID
REP001516,LN00145,13500,2025-01-16,PAID
REP001517,LN00145,13500,2025-02-12,PAID
REP001518,LN00145,13500,2025-03-17,PAID
REP001519,LN00145,13500,2025-04-15,PAID
REP001520,LN00145,13500,2025-05-19,PAID
REP001521,LN00145,13500,2025-06-18,PAID
REP001522,LN00145,13500,2025-07-15,PAID
REP001523,LN00145,13500,2025-08-11,PAID
REP001524,LN00145,13500,2025-09-15,PAID
REP001525,LN00146,41500,2021-01-01,PAID
REP001526,LN00146,41500,2021-01-27,PAID
REP001527,LN00146,41500,2021-02-25,PAID
REP001528,LN00146,41500,2021-03-31,PAID
REP001529,LN00146,41500,2021-04-30,PAID
REP001530,LN00146,41500,2021-06-03,PAID
REP001531,LN00147,59000,2023-09-15,PAID
REP001532,LN00148,167500,2020-10-29,PAID
REP001533,LN00148,167500,2020-11-25,PAID
REP001534,LN00148,167500,2020-12-24,PAID
REP001535,LN00148,167500,2021-01-27,PAID
REP001536,LN00148,167500,2021-02-26,PAID
REP001537,LN00148,167500,2021-03-28,PAID
REP001538,LN00148,167500,2021-04-27,PAID
REP001539,LN00148,167500,2021-05-27,PAID
REP001540,LN00148,167500,2021-06-29,PAID
REP001541,LN00148,167500,2021-07-25,PAID
REP001542,LN00148,167500,2021-08-28,PAID
REP001543,LN00148,167500,2021-09-27,PAID
REP001544,LN00149,49000,2022-06-14,PAID
REP001545,LN00149,49000,2022-07-19,PAID
REP001546,LN00149,49000,2022-08-18,PAID
REP001547,LN00149,49000,2022-09-16,PAID
REP001548,LN00149,49000,2022-10-11,PAID
REP001549,LN00149,49000,2022-11-17,LATE
REP001550,LN00149,49000,2022-12-14,PAID
REP001551,LN00149,49000,2023-01-10,PAID
REP001552,LN00149,49000,2023-02-13,PAID
REP001553,LN00149,49000,2023-03-13,PAID
REP001554,LN00150,416500,2020-08-28,LATE
REP001555,LN00150,416500,2020-09-23,PAID
REP001556,LN00150,416500,2020-10-27,PAID
REP001557,LN00150,416500,2020-11-28,LATE
REP001558,LN00150,416500,2020-12-30,PAID
REP001559,LN00150,416500,2021-01-21,PAID
REP001560,LN00151,34000,2023-11-29,PAID
REP001561,LN00151,34000,2023-12-30,PAID
REP001562,LN00151,34000,2024-02-03,PAID
REP001563,LN00151,34000,2024-03-02,PAID
REP001564,LN00151,34000,2024-04-02,PAID
REP001565,LN00151,34000,2024-05-05,PAID
REP001566,LN00152,23000,2023-10-02,PAID
REP001567,LN00152,23000,2023-11-08,PAID
REP001568,LN00152,23000,2023-12-02,PAID
REP001569,LN00153,138000,2023-11-23,LATE
REP001570,LN00153,138000,2023-12-22,PAID
REP001571,LN00153,138000,2024-01-23,PAID
REP001572,LN00153,138000,2024-02-25,PAID
REP001573,LN00153,138000,2024-03-27,PAID
REP001574,LN00154,297500,2022-04-05,PAID
REP001575,LN00155,54000,2023-09-01,PAID
REP001576,LN00155,54000,2023-10-04,PAID
REP001577,LN00155,54000,2023-10-26,PAID
REP001578,LN00155,54000,2023-11-25,PAID
REP001579,LN00155,54000,2023-12-29,PAID
REP001580,LN00155,54000,2024-01-29,PAID
REP001581,LN00155,54000,2024-02-29,PAID
REP001582,LN00155,54000,2024-03-26,PAID
REP001583,LN00155,54000,2024-04-30,PAID
REP001584,LN00155,54000,2024-05-28,PAID
REP001585,LN00155,54000,2024-06-28,PAID
REP001586,LN00155,54000,2024-07-23,PAID
REP001587,LN00155,54000,2024-08-24,PAID
REP001588,LN00155,54000,2024-09-27,PAID
REP001589,LN00155,54000,2024-10-25,PAID
REP001590,LN00155,54000,2024-11-26,PAID
REP001591,LN00155,54000,2024-12-23,PAID
REP001592,LN00155,54000,2025-01-19,PAID
REP001593,LN00155,54000,2025-02-20,PAID
REP001594,LN00155,54000,2025-03-22,PAID
REP001595,LN00155,54000,2025-04-19,PAID
REP001596,LN00155,54000,2025-05-18,PAID
REP001597,LN00155,54000,2025-06-20,PAID
REP001598,LN00155,54000,2025-07-23,PAID
REP001599,LN00156,77500,2020-08-15,PAID
REP001600,LN00156,77500,2020-09-21,PAID
REP001601,LN00156,77500,2020-10-18,PAID
REP001602,LN00156,77500,2020-11-16,PAID
REP001603,LN00156,77500,2020-12-14,PAID
REP001604,LN00156,77500,2021-01-12,PAID
REP001605,LN00156,77500,2021-02-13,PAID
REP001606,LN00156,77500,2021-03-18,PAID
REP001607,LN00156,77500,2021-04-19,PAID
REP001608,LN00156,77500,2021-05-17,PAID
REP001609,LN00156,77500,2021-06-14,PAID
REP001610,LN00156,77500,2021-07-14,PAID
REP001611,LN00156,77500,2021-08-10,PAID
REP001612,LN00156,77500,2021-09-09,PAID
REP001613,LN00156,77500,2021-10-11,LATE
REP001614,LN00156,77500,2021-11-14,PAID
REP001615,LN00156,77500,2021-12-07,PAID
REP001616,LN00156,77500,2022-01-14,PAID
REP001617,LN00156,77500,2022-02-09,PAID
REP001618,LN00156,77500,2022-03-15,PAID
REP001619,LN00156,77500,2022-04-12,PAID
REP001620,LN00156,77500,2022-05-12,PAID
REP001621,LN00156,77500,2022-06-13,PAID
REP001622,LN00156,77500,2022-07-12,PAID
REP001623,LN00157,153500,2023-09-29,PAID
REP001624,LN00158,33000,2021-07-17,PAID
REP001625,LN00158,33000,2021-08-19,PAID
REP001626,LN00158,33000,2021-09-16,PAID
REP001627,LN00158,33000,2021-10-19,PAID
REP001628,LN00158,33000,2021-11-12,PAID
REP001629,LN00158,33000,2021-12-14,PAID
REP001630,LN00158,33000,2022-01-13,PAID
REP001631,LN00158,33000,2022-02-09,PAID
REP001632,LN00158,33000,2022-03-14,PAID
REP001633,LN00158,33000,2022-04-11,PAID
REP001634,LN00158,33000,2022-05-16,PAID
REP001635,LN00158,33000,2022-06-10,PAID
REP001636,LN00158,33000,2022-07-13,PAID
REP001637,LN00158,33000,2022-08-10,PAID
REP001638,LN00159,60500,2021-03-05,PAID
REP001639,LN00159,60500,2021-04-04,PAID
REP001640,LN00159,60500,2021-05-01,PAID
REP001641,LN00159,60500,2021-06-06,PAID
REP001642,LN00159,60500,2021-07-02,PAID
REP001643,LN00159,60500,2021-07-30,PAID
REP001644,LN00159,60500,2021-09-02,PAID
REP001645,LN00159,60500,2021-09-29,PAID
REP001646,LN00159,60500,2021-11-03,PAID
REP001647,LN00159,60500,2021-11-26,PAID
REP001648,LN00159,60500,2021-12-30,PAID
REP001649,LN00159,60500,2022-01-27,PAID
REP001650,LN00161,104000,2021-11-10,PAID
REP001651,LN00161,104000,2021-12-05,PAID
REP001652,LN00161,104000,2022-01-07,PAID
REP001653,LN00161,104000,2022-02-03,PAID
REP001654,LN00161,104000,2022-03-09,PAID
REP001655,LN00162,106500,2022-08-18,PAID
REP001656,LN00162,106500,2022-09-11,PAID
REP001657,LN00162,106500,2022-10-10,PAID
REP001658,LN00162,106500,2022-11-13,PAID
REP001659,LN00162,106500,2022-12-13,PAID
REP001660,LN00162,106500,2023-01-11,PAID
REP001661,LN00162,106500,2023-02-10,PAID
REP001662,LN00162,106500,2023-03-08,PAID
REP001663,LN00162,106500,2023-04-11,PAID
REP001664,LN00162,106500,2023-05-15,PAID
REP001665,LN00162,106500,2023-06-13,PAID
REP001666,LN00162,106500,2023-07-14,PAID
REP001667,LN00162,106500,2023-08-05,PAID
REP001668,LN00162,106500,2023-09-10,PAID
REP001669,LN00162,106500,2023-10-06,PAID
REP001670,LN00162,106500,2023-11-03,PAID
REP001671,LN00162,106500,2023-12-09,PAID
REP001672,LN00162,106500,2024-01-03,PAID
REP001673,LN00163,44500,2020-10-20,PAID
REP001674,LN00163,44500,2020-11-26,PAID
REP001675,LN00163,44500,2020-12-25,PAID
REP001676,LN00163,44500,2021-01-25,PAID
REP001677,LN00163,44500,2021-02-21,PAID
REP001678,LN00163,44500,2021-03-24,PAID
REP001679,LN00163,44500,2021-04-21,PAID
REP001680,LN00163,44500,2021-05-17,PAID
REP001681,LN00163,44500,2021-06-21,PAID
REP001682,LN00163,44500,2021-07-17,PAID
REP001683,LN00163,44500,2021-08-22,PAID
REP001684,LN00163,44500,2021-09-19,PAID
REP001685,LN00163,44500,2021-10-14,PAID
REP001686,LN00163,44500,2021-11-15,PAID
REP001687,LN00163,44500,2021-12-15,PAID
REP001688,LN00163,44500,2022-01-16,PAID
REP001689,LN00163,44500,2022-02-13,PAID
REP001690,LN00163,44500,2022-03-17,PAID
REP001691,LN00163,44500,2022-04-16,LATE
REP001692,LN00163,44500,2022-05-12,PAID
REP001693,LN00163,44500,2022-06-12,PAID
REP001694,LN00163,44500,2022-07-15,LATE
REP001695,LN00163,44500,2022-08-15,PAID
REP001696,LN00163,44500,2022-09-09,LATE
REP001697,LN00163,44500,2022-10-11,PAID
REP001698,LN00163,44500,2022-11-12,PAID
REP001699,LN00163,44500,2022-12-16,PAID
REP001700,LN00163,44500,2023-01-15,PAID
REP001701,LN00163,44500,2023-02-07,PAID
REP001702,LN00163,44500,2023-03-10,PAID
REP001703,LN00163,44500,2023-04-10,PAID
REP001704,LN00163,44500,2023-05-08,PAID
REP001705,LN00163,44500,2023-06-06,PAID
REP001706,LN00163,44500,2023-07-11,PAID
REP001707,LN00163,44500,2023-08-11,PAID
REP001708,LN00163,44500,2023-09-05,PAID
REP001709,LN00163,44500,2023-10-08,PAID
REP001710,LN00163,44500,2023-11-05,PAID
REP001711,LN00164,51000,2020-04-16,PAID
REP001712,LN00164,51000,2020-05-17,PAID
REP001713,LN00165,101000,2023-11-21,PAID
REP001714,LN00165,101000,2023-12-17,PAID
REP001715,LN00166,13000,2022-12-01,PAID
REP001716,LN00166,13000,2022-12-29,PAID
REP001717,LN00166,13000,2023-01-30,PAID
REP001718,LN00166,13000,2023-02-26,PAID
REP001719,LN00166,13000,2023-03-28,PAID
REP001720,LN00166,13000,2023-04-28,PAID
REP001721,LN00166,13000,2023-05-28,PAID
REP001722,LN00166,13000,2023-06-29,LATE
REP001723,LN00166,13000,2023-07-27,PAID
REP001724,LN00166,13000,2023-08-22,PAID
REP001725,LN00166,13000,2023-09-23,PAID
REP001726,LN00166,13000,2023-10-27,PAID
REP001727,LN00166,13000,2023-11-26,PAID
REP001728,LN00166,13000,2023-12-22,PAID
REP001729,LN00166,13000,2024-01-23,PAID
REP001730,LN00167,37000,2024-02-26,PAID
REP001731,LN00167,37000,2024-04-04,PAID
REP001732,LN00167,37000,2024-04-26,PAID
REP001733,LN00167,37000,2024-05-30,PAID
REP001734,LN00167,37000,2024-06-26,PAID
REP001735,LN00167,37000,2024-07-26,PAID
REP001736,LN00167,37000,2024-08-31,PAID
REP001737,LN00167,37000,2024-09-23,PAID
REP001738,LN00167,37000,2024-10-31,PAID
REP001739,LN00167,37000,2024-11-22,PAID
REP001740,LN00167,37000,2024-12-30,PAID
REP001741,LN00167,37000,2025-01-28,PAID
REP001742,LN00167,37000,2025-02-22,PAID
REP001743,LN00167,37000,2025-03-26,PAID
REP001744,LN00167,37000,2025-04-21,PAID
REP001745,LN00167,37000,2025-05-24,PAID
REP001746,LN00167,37000,2025-06-20,PAID
REP001747,LN00167,37000,2025-07-21,PAID
REP001748,LN00167,37000,2025-08-22,PAID
REP001749,LN00167,37000,2025-09-25,LATE
REP001750,LN00167,37000,2025-10-26,PAID
REP001751,LN00167,37000,2025-11-17,PAID
REP001752,LN00167,37000,2025-12-21,PAID
REP001753,LN00167,37000,2026-01-18,PAID
REP001754,LN00167,37000,2026-02-23,PAID
REP001755,LN00167,37000,2026-03-24,PAID
REP001756,LN00167,37000,2026-04-17,PAID
REP001757,LN00167,37000,2026-05-16,PAID
REP001758,LN00167,37000,2026-06-18,PAID
REP001759,LN00167,37000,2026-07-23,PAID
REP001760,LN00167,37000,2026-08-21,PAID
REP001761,LN00167,37000,2026-09-14,PAID
REP001762,LN00167,37000,2026-10-20,PAID
REP001763,LN00167,37000,2026-11-16,PAID
REP001764,LN00167,37000,2026-12-13,PAID
REP001765,LN00167,37000,2027-01-17,PAID
REP001766,LN00168,25500,2022-10-31,PAID
REP001767,LN00168,25500,2022-12-02,LATE
REP001768,LN00168,25500,2022-12-30,LATE
REP001769,LN00168,25500,2023-02-01,LATE
REP001770,LN00168,25500,2023-03-01,PAID
REP001771,LN00168,25500,2023-04-02,PAID
REP001772,LN00168,25500,2023-05-02,PAID
REP001773,LN00168,25500,2023-05-27,PAID
REP001774,LN00168,25500,2023-07-02,PAID
REP001775,LN00168,25500,2023-08-01,PAID
REP001776,LN00168,25500,2023-08-24,PAID
REP001777,LN00168,25500,2023-09-24,PAID
REP001778,LN00168,25500,2023-10-27,PAID
REP001779,LN00168,25500,2023-11-23,PAID
REP001780,LN00168,25500,2023-12-25,PAID
REP001781,LN00168,25500,2024-01-21,PAID
REP001782,LN00168,25500,2024-02-26,PAID
REP001783,LN00168,25500,2024-03-27,PAID
REP001784,LN00169,154000,2021-05-09,PAID
REP001785,LN00169,154000,2021-06-08,PAID
REP001786,LN00170,87500,2022-03-11,PAID
REP001787,LN00170,87500,2022-04-11,PAID
REP001788,LN00170,87500,2022-05-05,PAID
REP001789,LN00170,87500,2022-06-06,PAID
REP001790,LN00170,87500,2022-07-05,PAID
REP001791,LN00170,87500,2022-08-10,PAID
REP001792,LN00171,190000,2020-05-08,PAID
REP001793,LN00172,180000,2023-12-27,PAID
REP001794,LN00173,9500,2020-08-30,PAID
REP001795,LN00173,9500,2020-10-02,PAID
REP001796,LN00173,9500,2020-10-29,PAID
REP001797,LN00173,9500,2020-12-02,PAID
REP001798,LN00173,9500,2020-12-27,PAID
REP001799,LN00173,9500,2021-01-31,PAID
REP001800,LN00173,9500,2021-03-04,PAID
REP001801,LN00173,9500,2021-04-04,PAID
REP001802,LN00173,9500,2021-04-30,PAID
REP001803,LN00173,9500,2021-05-30,PAID
REP001804,LN00173,9500,2021-06-27,PAID
REP001805,LN00173,9500,2021-08-02,PAID
REP001806,LN00173,9500,2021-08-27,PAID
REP001807,LN00173,9500,2021-09-23,PAID
REP001808,LN00174,135500,2024-06-11,LATE
REP001809,LN00174,135500,2024-07-10,PAID
REP001810,LN00175,72500,2023-03-01,PAID
REP001811,LN00175,72500,2023-03-26,PAID
REP001812,LN00175,72500,2023-05-02,PAID
REP001813,LN00175,72500,2023-05-27,PAID
REP001814,LN00175,72500,2023-06-30,PAID
REP001815,LN00175,72500,2023-07-28,PAID
REP001816,LN00176,11500,2020-09-12,PAID
REP001817,LN00176,11500,2020-10-17,PAID
REP001818,LN00176,11500,2020-11-15,PAID
REP001819,LN00176,11500,2020-12-10,PAID
REP001820,LN00176,11500,2021-01-16,PAID
REP001821,LN00176,11500,2021-02-08,PAID
REP001822,LN00176,11500,2021-03-09,PAID
REP001823,LN00176,11500,2021-04-13,LATE
REP001824,LN00176,11500,2021-05-12,PAID
REP001825,LN00176,11500,2021-06-11,PAID
REP001826,LN00176,11500,2021-07-12,PAID
REP001827,LN00176,11500,2021-08-08,PAID
REP001828,LN00176,11500,2021-09-06,PAID
REP001829,LN00176,11500,2021-10-08,PAID
REP001830,LN00176,11500,2021-11-12,PAID
REP001831,LN00176,11500,2021-12-04,PAID
REP001832,LN00176,11500,2022-01-04,PAID
REP001833,LN00176,11500,2022-02-06,PAID
REP001834,LN00177,206000,2023-09-13,PAID
REP001835,LN00178,112000,2020-04-20,PAID
REP001836,LN00178,112000,2020-05-17,PAID
REP001837,LN00178,112000,2020-06-24,PAID
REP001838,LN00178,112000,2020-07-21,PAID
REP001839,LN00178,112000,2020-08-15,PAID
REP001840,LN00178,112000,2020-09-15,PAID
REP001841,LN00178,112000,2020-10-14,PAID
REP001842,LN00178,112000,2020-11-14,PAID
REP001843,LN00178,112000,2020-12-14,PAID
REP001844,LN00178,112000,2021-01-19,PAID
REP001845,LN00178,112000,2021-02-15,PAID
REP001846,LN00178,112000,2021-03-14,LATE
REP001847,LN00178,112000,2021-04-20,PAID
REP001848,LN00178,112000,2021-05-17,PAID
REP001849,LN00178,112000,2021-06-15,PAID
REP001850,LN00178,112000,2021-07-14,LATE
REP001851,LN00178,112000,2021-08-10,LATE
REP001852,LN00178,112000,2021-09-12,PAID
REP001853,LN00179,71000,2020-02-16,PAID
REP001854,LN00179,71000,2020-03-17,PAID
REP001855,LN00179,71000,2020-04-22,PAID
REP001856,LN00179,71000,2020-05-22,PAID
REP001857,LN00179,71000,2020-06-23,PAID
REP001858,LN00179,71000,2020-07-22,PAID
REP001859,LN00179,71000,2020-08-19,PAID
REP001860,LN00179,71000,2020-09-18,PAID
REP001861,LN00179,71000,2020-10-13,PAID
REP001862,LN00179,71000,2020-11-13,PAID
REP001863,LN00179,71000,2020-12-15,PAID
REP001864,LN00179,71000,2021-01-19,PAID
REP001865,LN00179,71000,2021-02-10,PAID
REP001866,LN00179,71000,2021-03-15,PAID
REP001867,LN00180,18500,2022-03-01,PAID
REP001868,LN00180,18500,2022-04-02,PAID
REP001869,LN00181,31000,2022-06-14,PAID
REP001870,LN00181,31000,2022-07-12,PAID
REP001871,LN00181,31000,2022-08-10,PAID
REP001872,LN00181,31000,2022-09-14,PAID
REP001873,LN00181,31000,2022-10-08,PAID
REP001874,LN00181,31000,2022-11-14,PAID
REP001875,LN00181,31000,2022-12-11,PAID
REP001876,LN00181,31000,2023-01-08,PAID
REP001877,LN00181,31000,2023-02-08,PAID
REP001878,LN00181,31000,2023-03-14,PAID
REP001879,LN00181,31000,2023-04-08,PAID
REP001880,LN00181,31000,2023-05-09,PAID
