loan_id,client_id,agent_id,montant_principal,taux_interet,date_decaissement,date_echeance,duree_mois,statut,devise
LN00276,CLI0227,AGT016,1935000,20.1,2022-02-11,2025-01-26,36,OVERPAID,EUR
LN00277,CLI0236,AGT016,335000,9.1,2023-04-16,2023-10-13,6,CLOSED,XOF
LN00278,CLI0118,AGT012,1315000,8.2,2021-10-08,2023-09-28,24,CLOSED,XOF
LN00279,CLI0148,AGT011,235000,22.9,2020-07-09,2022-06-29,24,ACTIVE,XOF
LN00280,CLI0112,AGT006,2370000,18.9,2023-03-20,2024-09-10,18,DEFAULTED,EUR
LN00281,CLI0103,AGT009,555000,11.2,2021-04-25,2022-04-20,12,ACTIVE,XOF
LN00282,CLI0080,AGT004,2305000,18.8,2024-05-14,2024-11-10,6,CLOSED,XOF
LN00283,CLI0278,AGT012,1570000,15.9,2020-03-27,2022-03-17,24,OVERPAID,XOF
LN00284,CLI0252,AGT009,1025000,20.0,2021-01-09,2023-12-25,36,ACTIVE,EUR
LN00285,CLI0245,AGT017,900000,21.8,2023-01-12,2023-07-11,6,CLOSED,EUR
LN00286,CLI0062,AGT015,825000,8.1,2023-12-01,2026-11-15,36,CLOSED,EUR
LN00287,CLI0298,AGT012,1550000,12.2,2020-07-25,2022-01-16,18,ACTIVE,XOF
LN00288,CLI0138,AGT011,945000,16.0,2022-08-23,2025-08-07,36,ACTIVE,XOF
LN00289,CLI0187,AGT015,490000,10.1,2022-03-31,2023-09-22,18,CLOSED,XOF
LN00290,CLI0052,AGT008,1410000,21.7,2024-01-16,2025-07-09,18,ACTIVE,XOF
LN00291,CLI0243,AGT014,1275000,23.9,2020-01-20,2021-01-14,12,CLOSED,XOF
LN00292,CLI0250,AGT018,2155000,8.8,2021-09-06,2023-02-28,18,ACTIVE,XOF
LN00293,CLI0031,AGT016,2105000,9.5,2021-03-17,2022-09-08,18,CLOSED,XOF
LN00294,CLI0185,AGT018,2335000,12.1,2022-01-07,2024-12-22,36,ACTIVE,XOF
LN00295,CLI0180,AGT007,1465000,18.4,2023-10-23,2026-10-07,36,ACTIVE,XOF
LN00296,CLI0182,AGT016,1950000,15.2,2021-10-27,2024-10-11,36,ACTIVE,XOF
LN00297,CLI0238,AGT006,1620000,22.9,2023-07-17,2024-07-11,12,ACTIVE,EUR
LN00298,CLI0037,AGT011,610000,13.1,2020-06-11,2021-06-06,12,ACTIVE,XOF
LN00299,CLI0203,AGT012,1880000,16.3,2021-07-09,2023-06-29,24,ACTIVE,XOF
LN00300,CLI0095,AGT008,1670000,23.0,2020-02-17,2021-02-11,12,CLOSED,XOF
LN00301,CLI0108,AGT004,285000,23.0,2020-12-07,2022-11-27,24,ACTIVE,XOF
LN00302,CLI0014,AGT017,1925000,9.3,2024-04-27,2026-04-17,24,ACTIVE,XOF
LN00303,CLI0044,AGT010,610000,19.8,2023-09-03,2025-08-23,24,ACTIVE,XOF
LN00304,CLI0068,AGT001,135000,13.7,2022-12-14,2023-12-09,12,DEFAULTED,EUR
LN00305,CLI0240,AGT018,1140000,23.5,2023-01-12,2024-07-05,18,CLOSED,XOF
LN00306,CLI0234,AGT014,1330000,18.2,2023-07-16,2026-06-30,36,ACTIVE,XOF
LN00307,CLI0247,AGT003,1135000,13.9,2023-01-10,2024-01-05,12,ACTIVE,XOF
LN00308,CLI0006,AGT005,895000,15.5,2020-01-01,2022-12-16,36,ACTIVE,EUR
LN00309,CLI0245,AGT014,2005000,17.6,2021-09-05,2022-03-04,6,CLOSED,XOF
LN00310,CLI0097,AGT014,1015000,10.6,2022-04-23,2025-04-07,36,CLOSED,EUR
LN00311,CLI0194,AGT003,1085000,11.8,2021-03-27,2022-09-18,18,CLOSED,XOF
LN00312,CLI0146,AGT009,1060000,21.7,2023-08-21,2026-08-05,36,ACTIVE,XOF
LN00313,CLI0057,AGT020,1160000,19.2,2023-07-28,2025-07-17,24,ACTIVE,XOF
LN00314,CLI0010,AGT018,105000,23.6,2020-11-07,2021-05-06,6,ACTIVE,XOF
LN00315,CLI0225,AGT008,270000,8.2,2024-01-29,2024-07-27,6,ACTIVE,EUR
LN00316,CLI0160,AGT012,1185000,20.7,2024-05-28,2026-05-18,24,ACTIVE,XOF
LN00317,CLI0029,AGT003,1380000,10.9,2021-06-29,2023-06-19,24,DEFAULTED,XOF
LN00318,CLI0196,AGT008,995000,23.6,2020-01-26,2020-07-24,6,ACTIVE,XOF
LN00319,CLI0102,AGT017,1680000,11.3,2022-08-01,2023-01-28,6,ACTIVE,XOF
LN00320,CLI0166,AGT018,1325000,12.1,2020-11-20,2021-05-19,6,CLOSED,XOF
LN00321,CLI0185,AGT004,630000,14.9,2020-04-16,2021-04-11,12,ACTIVE,XOF
LN00322,CLI0300,AGT008,70000,8.7,2020-09-02,2022-08-23,24,CLOSED,EUR
LN00323,CLI0080,AGT008,435000,9.5,2022-01-30,2022-07-29,6,CLOSED,XOF
LN00324,CLI0031,AGT018,1990000,10.0,2021-12-29,2022-12-24,12,ACTIVE,XOF
LN00325,CLI0225,AGT001,1740000,13.7,2024-02-10,2025-02-04,12,ACTIVE,XOF
LN00326,CLI0249,AGT018,770000,19.2,2023-12-18,2025-12-07,24,ACTIVE,XOF
LN00327,CLI0279,AGT015,725000,21.3,2021-12-13,2023-06-06,18,DEFAULTED,XOF
LN00328,CLI0036,AGT015,775000,12.2,2022-12-23,2023-12-18,12,ACTIVE,XOF
LN00329,CLI0260,AGT001,1570000,13.8,2022-02-15,2023-02-10,12,CLOSED,XOF
LN00330,CLI0033,AGT013,515000,18.9,2023-09-10,2026-08-25,36,CLOSED,XOF
LN00331,CLI0145,AGT011,320000,16.4,2021-10-22,2023-10-12,24,ACTIVE,XOF
LN00332,CLI0092,AGT004,1240000,9.6,2020-03-05,2021-02-28,12,CLOSED,EUR
LN00333,CLI0251,AGT019,675000,13.9,2022-12-12,2025-11-26,36,CLOSED,XOF
LN00334,CLI0007,AGT003,1195000,18.2,2021-03-03,2023-02-21,24,ACTIVE,EUR
LN00335,CLI0189,AGT020,700000,8.7,2023-12-21,2024-06-18,6,ACTIVE,XOF
LN00336,CLI0040,AGT004,300000,11.7,2021-03-18,2024-03-02,36,ACTIVE,XOF
LN00337,CLI0270,AGT019,1580000,10.9,2023-09-07,2024-09-01,12,CLOSED,EUR
LN00338,CLI0055,AGT012,1705000,19.2,2024-04-18,2027-04-03,36,ACTIVE,XOF
LN00339,CLI0086,AGT013,1285000,18.5,2021-01-04,2023-12-20,36,ACTIVE,EUR
LN00340,CLI0181,AGT011,2120000,14.6,2021-10-07,2024-09-21,36,CLOSED,XOF
LN00341,CLI0124,AGT007,970000,16.8,2023-02-27,2026-02-11,36,CLOSED,XOF
LN00342,CLI0232,AGT001,1830000,23.7,2022-07-05,2024-06-24,24,CLOSED,XOF
LN00343,CLI0155,AGT008,575000,13.0,2020-01-14,2021-07-07,18,CLOSED,XOF
LN00344,CLI0284,AGT019,2320000,10.5,2022-11-13,2025-10-28,36,ACTIVE,XOF
LN00345,CLI0080,AGT012,2230000,12.0,2020-10-10,2022-04-03,18,ACTIVE,XOF
LN00346,CLI0048,AGT019,2300000,19.7,2023-03-14,2025-03-03,24,CLOSED,EUR
LN00347,CLI0089,AGT004,1510000,12.8,2022-09-26,2025-09-10,36,CLOSED,EUR
LN00348,CLI0041,AGT011,900000,21.1,2024-05-16,2024-11-12,6,ACTIVE,XOF
LN00349,CLI0117,AGT001,1605000,18.1,2024-03-11,2027-02-24,36,ACTIVE,XOF
LN00350,CLI0164,AGT005,850000,19.2,2023-01-10,2025-12-25,36,ACTIVE,EUR
LN00351,CLI0229,AGT019,1285000,11.6,2024-03-21,2027-03-06,36,ACTIVE,EUR
LN00352,CLI0076,AGT003,1215000,19.9,2020-09-27,2022-03-21,18,ACTIVE,XOF
LN00353,CLI0044,AGT014,1945000,10.1,2022-03-27,2025-03-11,36,ACTIVE,XOF
LN00354,CLI0250,AGT007,1425000,24.0,2022-03-20,2025-03-04,36,ACTIVE,XOF
LN00355,CLI0037,AGT011,1730000,17.2,2021-06-29,2023-06-19,24,ACTIVE,EUR
LN00356,CLI0217,AGT007,835000,17.5,2022-01-18,2023-07-12,18,ACTIVE,XOF
LN00357,CLI0087,AGT015,1575000,15.0,2021-12-17,2024-12-01,36,DEFAULTED,XOF
LN00358,CLI0103,AGT005,1905000,21.6,2023-11-04,2025-04-27,18,ACTIVE,XOF
LN00359,CLI0125,AGT010,85000,19.1,2023-06-25,2024-06-19,12,ACTIVE,EUR
LN00360,CLI0242,AGT007,1865000,11.4,2020-02-16,2021-08-09,18,ACTIVE,XOF
LN00361,CLI0281,AGT005,1755000,18.7,2022-09-16,2025-08-31,36,ACTIVE,XOF
LN00362,CLI0131,AGT010,540000,19.1,2020-12-14,2021-06-12,6,ACTIVE,EUR
LN00363,CLI0005,AGT009,1675000,22.6,2020-05-16,2022-05-06,24,ACTIVE,XOF
LN00364,CLI0010,AGT008,2450000,16.1,2021-08-22,2023-08-12,24,CLOSED,XOF
LN00365,CLI0249,AGT003,505000,16.0,2023-05-07,2026-04-21,36,ACTIVE,XOF
LN00366,CLI0021,AGT010,865000,14.3,2021-05-21,2024-05-05,36,ACTIVE,XOF
LN00367,CLI0181,AGT008,2490000,23.7,2021-12-28,2023-06-21,18,ACTIVE,XOF
LN00368,CLI0132,AGT018,2375000,11.6,2022-03-03,2022-08-30,6,ACTIVE,EUR
LN00369,CLI0071,AGT017,2405000,17.8,2020-06-28,2022-06-18,24,CLOSED,XOF
LN00370,CLI0214,AGT005,1095000,13.0,2021-05-07,2024-04-21,36,CLOSED,EUR
LN00371,CLI0278,AGT005,1475000,18.9,2020-09-26,2021-09-21,12,ACTIVE,XOF
LN00372,CLI0159,AGT005,1105000,22.5,2023-11-11,2026-10-26,36,CLOSED,XOF
LN00373,CLI0163,AGT018,2375000,9.9,2020-05-18,2023-05-03,36,ACTIVE,XOF
LN00374,CLI0016,AGT014,2405000,12.9,2024-04-16,2025-10-08,18,CLOSED,XOF
LN00375,CLI0078,AGT004,370000,8.4,2024-05-14,2025-05-09,12,OVERPAID,XOF
LN00376,CLI0291,AGT020,620000,19.0,2023-06-08,2024-06-02,12,ACTIVE,EUR
LN00377,CLI0069,AGT016,1795000,14.0,2022-10-25,2025-10-09,36,DEFAULTED,EUR
LN00378,CLI0243,AGT007,605000,14.5,2020-10-08,2021-10-03,12,OVERPAID,XOF
LN00379,CLI0212,AGT007,210000,22.8,2021-03-31,2022-03-26,12,OVERPAID,EUR
LN00380,CLI0167,AGT014,1040000,8.7,2022-07-26,2023-07-21,12,CLOSED,EUR
LN00381,CLI0161,AGT019,1505000,16.4,2022-03-18,2025-03-02,36,DEFAULTED,XOF
LN00382,CLI0267,AGT015,2075000,8.7,2020-08-11,2022-08-01,24,OVERPAID,EUR
LN00383,CLI0021,AGT017,1925000,23.4,2023-02-16,2025-02-05,24,ACTIVE,EUR
LN00384,CLI0204,AGT015,460000,12.7,2021-09-15,2023-03-09,18,DEFAULTED,XOF
LN00385,CLI0238,AGT003,1820000,9.8,2023-08-16,2025-08-05,24,CLOSED,XOF
LN00386,CLI0202,AGT015,110000,15.3,2022-04-26,2023-10-18,18,DEFAULTED,XOF
LN00387,CLI0233,AGT011,1745000,22.5,2020-07-03,2021-12-25,18,CLOSED,XOF
LN00388,CLI0047,AGT012,260000,19.3,2020-08-21,2022-08-11,24,CLOSED,XOF
LN00389,CLI0194,AGT002,1930000,22.6,2023-02-01,2025-01-21,24,CLOSED,XOF
LN00390,CLI0084,AGT002,1080000,13.0,2020-10-23,2021-10-18,12,CLOSED,EUR
LN00391,CLI0148,AGT004,2250000,23.4,2023-07-06,2024-06-30,12,ACTIVE,XOF
LN00392,CLI0007,AGT016,1380000,8.1,2022-07-28,2024-07-17,24,DEFAULTED,XOF
LN00393,CLI0112,AGT015,1055000,9.3,2023-04-20,2025-04-09,24,CLOSED,XOF
LN00394,CLI0281,AGT018,2060000,11.3,2021-07-23,2024-07-07,36,ACTIVE,XOF
LN00395,CLI0179,AGT002,1685000,21.4,2020-03-16,2021-03-11,12,ACTIVE,XOF
LN00396,CLI0026,AGT006,445000,12.6,2020-08-11,2022-08-01,24,CLOSED,XOF
LN00397,CLI0234,AGT012,2330000,9.5,2024-03-14,2027-02-27,36,ACTIVE,XOF
LN00398,CLI0195,AGT018,210000,15.5,2020-05-18,2022-05-08,24,ACTIVE,XOF
LN00399,CLI0169,AGT017,565000,11.3,2022-12-15,2024-12-04,24,ACTIVE,XOF
LN00400,CLI0248,AGT010,1095000,21.6,2024-01-22,2027-01-06,36,ACTIVE,XOF
LN00401,CLI0067,AGT016,1325000,18.1,2023-06-12,2026-05-27,36,ACTIVE,XOF
LN00402,CLI0120,AGT007,55000,8.4,2023-12-22,2025-06-14,18,CLOSED,XOF
LN00403,CLI0107,AGT014,160000,13.6,2023-06-14,2025-06-03,24,CLOSED,XOF
LN00404,CLI0006,AGT010,675000,9.1,2023-08-04,2024-07-29,12,ACTIVE,XOF
LN00405,CLI0004,AGT011,1020000,17.1,2020-08-21,2022-02-12,18,OVERPAID,XOF
LN00406,CLI0100,AGT016,2295000,20.8,2021-11-07,2023-05-01,18,CLOSED,EUR
LN00407,CLI0080,AGT018,2245000,15.4,2023-07-08,2025-06-27,24,CLOSED,XOF
LN00408,CLI0267,AGT011,1410000,8.3,2021-09-05,2024-08-20,36,CLOSED,XOF
LN00409,CLI0182,AGT009,2110000,13.4,2020-05-15,2021-05-10,12,ACTIVE,XOF
LN00410,CLI0293,AGT006,1510000,21.8,2023-05-25,2025-05-14,24,CLOSED,XOF
LN00411,CLI0017,AGT003,1270000,11.8,2021-07-10,2023-06-30,24,ACTIVE,XOF
LN00412,CLI0111,AGT006,325000,20.6,2022-12-11,2024-06-03,18,CLOSED,XOF
LN00413,CLI0228,AGT016,2265000,10.5,2022-11-02,2023-05-01,6,ACTIVE,EUR
LN00414,CLI0269,AGT005,1935000,9.6,2021-09-27,2023-03-21,18,OVERPAID,XOF
LN00415,CLI0106,AGT015,1000000,21.8,2024-01-23,2024-07-21,6,ACTIVE,XOF
LN00416,CLI0023,AGT003,865000,22.2,2023-11-08,2026-10-23,36,ACTIVE,XOF
LN00417,CLI0012,AGT007,835000,11.1,2023-03-28,2024-09-18,18,ACTIVE,XOF
LN00418,CLI0226,AGT009,415000,12.4,2023-10-06,2024-04-03,6,ACTIVE,XOF
LN00419,CLI0106,AGT018,830000,10.3,2023-01-16,2024-07-09,18,CLOSED,XOF
LN00420,CLI0294,AGT003,815000,22.3,2021-05-16,2022-05-11,12,ACTIVE,XOF
LN00421,CLI0067,AGT002,310000,8.9,2020-02-29,2022-02-18,24,ACTIVE,XOF
LN00422,CLI0229,AGT010,865000,11.2,2023-06-16,2024-12-07,18,CLOSED,XOF
LN00423,CLI0239,AGT003,2040000,22.7,2023-03-08,2024-03-02,12,ACTIVE,EUR
LN00424,CLI0159,AGT016,620000,11.6,2023-11-02,2025-10-22,24,DEFAULTED,XOF
LN00425,CLI0187,AGT011,1985000,22.1,2022-03-13,2023-03-08,12,ACTIVE,XOF
LN00426,CLI0034,AGT012,1225000,21.5,2022-08-31,2023-02-27,6,ACTIVE,XOF
LN00427,CLI0295,AGT004,1045000,19.4,2020-09-17,2023-09-02,36,ACTIVE,XOF
LN00428,CLI0155,AGT013,1495000,11.8,2022-12-27,2024-12-16,24,ACTIVE,XOF
LN00429,CLI0247,AGT011,560000,19.1,2022-02-25,2022-08-24,6,ACTIVE,EUR
LN00430,CLI0291,AGT018,1750000,10.8,2024-05-31,2025-11-22,18,CLOSED,EUR
LN00431,CLI0059,AGT015,845000,9.6,2023-04-27,2026-04-11,36,ACTIVE,XOF
LN00432,CLI0208,AGT004,1730000,17.5,2020-05-22,2023-05-07,36,CLOSED,XOF
LN00433,CLI0254,AGT003,585000,10.2,2023-08-13,2024-02-09,6,CLOSED,XOF
LN00434,CLI0076,AGT015,1350000,14.2,2023-09-15,2024-09-09,12,CLOSED,XOF
LN00435,CLI0106,AGT010,1445000,22.6,2023-10-27,2025-04-19,18,ACTIVE,EUR
LN00436,CLI0177,AGT001,1550000,16.2,2020-07-01,2023-06-16,36,CLOSED,XOF
LN00437,CLI0032,AGT002,50000,17.0,2022-01-26,2025-01-10,36,OVERPAID,XOF
LN00438,CLI0145,AGT014,1770000,14.3,2020-03-04,2021-02-27,12,ACTIVE,EUR
LN00439,CLI0208,AGT018,565000,10.8,2022-02-20,2024-02-10,24,ACTIVE,EUR
LN00440,CLI0185,AGT010,2495000,18.7,2022-05-04,2023-04-29,12,ACTIVE,XOF
LN00441,CLI0009,AGT014,2440000,10.2,2020-10-21,2022-10-11,24,ACTIVE,EUR
LN00442,CLI0234,AGT014,1575000,15.3,2023-11-25,2026-11-09,36,ACTIVE,EUR
LN00443,CLI0197,AGT006,1090000,8.1,2021-12-28,2022-12-23,12,ACTIVE,XOF
LN00444,CLI0257,AGT018,1460000,8.5,2021-07-05,2023-06-25,24,ACTIVE,EUR
LN00445,CLI0189,AGT016,2405000,9.3,2020-08-19,2023-08-04,36,CLOSED,XOF
LN00446,CLI0239,AGT017,2230000,9.4,2022-11-24,2023-05-23,6,ACTIVE,XOF
LN00447,CLI0277,AGT020,180000,13.5,2023-04-02,2024-09-23,18,CLOSED,EUR
LN00448,CLI0233,AGT019,1850000,14.7,2022-11-15,2024-11-04,24,OVERPAID,XOF
LN00449,CLI0149,AGT020,1885000,19.6,2020-12-09,2021-06-07,6,CLOSED,XOF
LN00450,CLI0243,AGT019,175000,23.8,2023-03-30,2024-03-24,12,CLOSED,XOF
LN00451,CLI0147,AGT005,1290000,21.6,2022-09-19,2023-03-18,6,ACTIVE,XOF
LN00452,CLI0144,AGT001,1865000,17.7,2021-07-17,2023-01-08,18,DEFAULTED,XOF
LN00453,CLI0229,AGT009,1965000,11.8,2022-01-27,2023-01-22,12,ACTIVE,XOF
LN00454,CLI0176,AGT020,2340000,10.5,2020-06-21,2021-06-16,12,ACTIVE,EUR
LN00455,CLI0197,AGT006,565000,19.7,2021-05-02,2023-04-22,24,ACTIVE,XOF
LN00456,CLI0060,AGT015,1025000,12.8,2020-04-17,2021-04-12,12,CLOSED,XOF
LN00457,CLI0195,AGT016,695000,16.5,2023-10-31,2025-10-20,24,ACTIVE,XOF
LN00458,CLI0230,AGT017,1725000,8.7,2022-02-21,2023-08-15,18,DEFAULTED,XOF
LN00459,CLI0222,AGT011,710000,20.8,2023-06-04,2024-11-25,18,ACTIVE,EUR
LN00460,CLI0237,AGT019,1940000,16.3,2024-05-02,2025-04-27,12,CLOSED,XOF
LN00461,CLI0161,AGT001,2090000,8.2,2023-01-26,2023-07-25,6,ACTIVE,XOF
LN00462,CLI0229,AGT010,665000,8.5,2021-12-20,2022-12-15,12,CLOSED,XOF
LN00463,CLI0112,AGT004,260000,17.7,2023-05-12,2023-11-08,6,ACTIVE,XOF
LN00464,CLI0057,AGT009,770000,18.6,2023-11-25,2024-11-19,12,ACTIVE,EUR
LN00465,CLI0142,AGT011,680000,20.5,2024-04-24,2026-04-14,24,ACTIVE,XOF
LN00466,CLI0196,AGT002,685000,21.0,2022-03-06,2023-08-28,18,ACTIVE,XOF
LN00467,CLI0252,AGT013,485000,15.9,2021-02-14,2024-01-30,36,ACTIVE,EUR
LN00468,CLI0112,AGT015,1805000,9.7,2023-06-11,2023-12-08,6,ACTIVE,XOF
LN00469,CLI0229,AGT005,1650000,8.0,2020-02-08,2022-01-28,24,ACTIVE,EUR
LN00470,CLI0137,AGT013,1460000,16.2,2020-11-06,2022-04-30,18,DEFAULTED,EUR
LN00471,CLI0245,AGT003,1375000,8.1,2022-06-12,2024-06-01,24,OVERPAID,EUR
LN00472,CLI0063,AGT012,865000,12.8,2023-03-07,2026-02-19,36,ACTIVE,XOF
LN00473,CLI0188,AGT003,2110000,20.2,2022-12-30,2024-06-22,18,ACTIVE,XOF
LN00474,CLI0091,AGT013,1670000,12.8,2023-02-09,2023-08-08,6,ACTIVE,XOF
LN00475,CLI0184,AGT015,1850000,10.2,2022-09-23,2023-03-22,6,ACTIVE,XOF
LN00476,CLI0251,AGT018,1625000,16.0,2022-03-07,2022-09-03,6,OVERPAID,EUR
LN00477,CLI0009,AGT002,875000,19.5,2020-03-16,2021-09-07,18,ACTIVE,XOF
LN00478,CLI0268,AGT005,1865000,11.7,2022-07-27,2025-07-11,36,ACTIVE,XOF
LN00479,CLI0251,AGT016,2275000,17.9,2023-09-01,2024-02-28,6,ACTIVE,XOF
LN00480,CLI0008,AGT010,2060000,9.6,2020-12-18,2021-06-16,6,CLOSED,XOF
LN00481,CLI0055,AGT020,2010000,11.5,2020-08-21,2022-08-11,24,CLOSED,EUR
LN00482,CLI0173,AGT011,345000,18.9,2024-02-20,2026-02-09,24,ACTIVE,XOF
LN00483,CLI0110,AGT019,475000,9.0,2024-04-14,2024-10-11,6,ACTIVE,EUR
LN00484,CLI0087,AGT018,455000,11.9,2023-11-27,2025-05-20,18,CLOSED,XOF
LN00485,CLI0052,AGT013,1955000,8.3,2023-07-18,2026-07-02,36,ACTIVE,XOF
LN00486,CLI0004,AGT019,2225000,14.7,2021-01-02,2021-07-01,6,CLOSED,EUR
LN00487,CLI0065,AGT009,1330000,14.6,2021-02-26,2022-02-21,12,DEFAULTED,XOF
LN00488,CLI0093,AGT020,2380000,18.0,2024-01-08,2025-12-28,24,CLOSED,XOF
LN00489,CLI0215,AGT008,520000,23.8,2020-01-10,2022-12-25,36,OVERPAID,XOF
LN00490,CLI0277,AGT015,1935000,18.5,2022-11-05,2023-10-31,12,ACTIVE,XOF
LN00491,CLI0058,AGT016,480000,18.7,2020-11-01,2022-10-22,24,ACTIVE,XOF
LN00492,CLI0146,AGT009,870000,20.9,2021-03-05,2023-02-23,24,CLOSED,XOF
LN00493,CLI0054,AGT018,480000,20.6,2024-02-25,2024-08-23,6,ACTIVE,XOF
LN00494,CLI0037,AGT019,1470000,14.7,2021-04-26,2023-04-16,24,CLOSED,XOF
LN00495,CLI0118,AGT011,610000,11.8,2024-05-14,2024-11-10,6,ACTIVE,XOF
LN00496,CLI0193,AGT016,1485000,8.9,2021-03-27,2021-09-23,6,ACTIVE,XOF
LN00497,CLI0233,AGT012,385000,19.5,2020-12-30,2022-12-20,24,CLOSED,XOF
LN00498,CLI0104,AGT002,1745000,9.0,2021-11-18,2022-11-13,12,ACTIVE,EUR
LN00499,CLI0235,AGT011,590000,12.7,2022-05-06,2023-05-01,12,ACTIVE,XOF
LN00500,CLI0296,AGT003,1060000,16.3,2023-02-06,2024-02-01,12,DEFAULTED,XOF
LN00501,CLI0243,AGT001,1840000,19.8,2022-08-05,2024-01-27,18,ACTIVE,XOF
LN00502,CLI0223,AGT019,2370000,22.6,2023-04-01,2024-03-26,12,DEFAULTED,EUR
LN00503,CLI0023,AGT017,130000,16.5,2020-03-23,2022-03-13,24,ACTIVE,XOF
LN00504,CLI0232,AGT003,1420000,8.2,2022-10-11,2023-10-06,12,CLOSED,XOF
LN00505,CLI0068,AGT008,1635000,9.5,2022-01-04,2023-06-28,18,ACTIVE,XOF
LN00506,CLI0083,AGT019,1880000,8.4,2023-12-11,2025-11-30,24,ACTIVE,XOF
LN00507,CLI0208,AGT015,1775000,8.0,2021-01-13,2022-07-07,18,CLOSED,EUR
LN00508,CLI0171,AGT010,1095000,12.3,2022-12-23,2023-06-21,6,DEFAULTED,XOF
LN00509,CLI0042,AGT002,1310000,22.6,2023-06-24,2024-12-15,18,ACTIVE,XOF
LN00510,CLI0057,AGT015,1565000,13.8,2022-02-23,2023-08-17,18,ACTIVE,XOF
LN00511,CLI0288,AGT005,2455000,11.8,2023-12-23,2024-12-17,12,ACTIVE,EUR
LN00512,CLI0298,AGT008,835000,22.4,2023-12-10,2024-12-04,12,ACTIVE,EUR
LN00513,CLI0142,AGT012,895000,15.8,2020-04-21,2020-10-18,6,ACTIVE,XOF
LN00514,CLI0241,AGT018,2255000,15.2,2023-12-24,2026-12-08,36,ACTIVE,XOF
LN00515,CLI0097,AGT003,1005000,10.9,2022-07-26,2023-01-22,6,OVERPAID,XOF
LN00516,CLI0056,AGT004,1760000,15.9,2020-12-03,2022-05-27,18,DEFAULTED,XOF
LN00517,CLI0151,AGT005,1210000,14.7,2022-05-03,2025-04-17,36,CLOSED,XOF
LN00518,CLI0150,AGT001,2185000,11.7,2021-01-22,2021-07-21,6,DEFAULTED,XOF
LN00519,CLI0211,AGT011,1240000,18.7,2023-03-31,2024-09-21,18,ACTIVE,EUR
LN00520,CLI0235,AGT005,2250000,12.9,2021-09-14,2024-08-29,36,CLOSED,XOF
LN00521,CLI0248,AGT002,415000,12.6,2022-01-31,2023-07-25,18,OVERPAID,XOF
LN00522,CLI0275,AGT006,2105000,19.1,2021-08-07,2022-08-02,12,CLOSED,XOF
LN00523,CLI0083,AGT002,2485000,17.2,2021-05-02,2021-10-29,6,ACTIVE,XOF
LN00524,CLI0095,AGT002,1680000,23.6,2021-02-24,2024-02-09,36,ACTIVE,EUR
LN00525,CLI0277,AGT010,350000,8.4,2020-11-28,2023-11-13,36,DEFAULTED,XOF
LN00526,CLI0235,AGT001,2425000,16.7,2021-10-17,2022-10-12,12,ACTIVE,XOF
LN00527,CLI0243,AGT005,2010000,19.7,2021-08-16,2024-07-31,36,DEFAULTED,XOF
LN00528,CLI0058,AGT002,390000,16.8,2024-02-07,2026-01-27,24,ACTIVE,EUR
LN00529,CLI0113,AGT003,850000,17.7,2022-07-02,2023-12-24,18,ACTIVE,XOF
LN00530,CLI0143,AGT003,1370000,15.1,2021-02-04,2021-08-03,6,CLOSED,XOF
LN00531,CLI0263,AGT016,830000,17.7,2022-03-18,2023-03-13,12,DEFAULTED,XOF
LN00532,CLI0204,AGT012,995000,8.2,2020-10-29,2022-10-19,24,ACTIVE,XOF
LN00533,CLI0229,AGT007,1835000,15.1,2023-02-22,2023-08-21,6,OVERPAID,EUR
LN00534,CLI0148,AGT014,390000,17.4,2020-12-01,2022-11-21,24,ACTIVE,XOF
LN00535,CLI0156,AGT011,210000,23.4,2022-08-30,2025-08-14,36,CLOSED,XOF
LN00536,CLI0004,AGT014,480000,15.4,2022-04-18,2023-10-10,18,CLOSED,XOF
LN00537,CLI0103,AGT010,1405000,8.7,2021-01-15,2023-01-05,24,CLOSED,XOF
LN00538,CLI0253,AGT008,115000,8.0,2023-02-19,2025-02-08,24,ACTIVE,EUR
LN00539,CLI0064,AGT014,490000,22.5,2023-09-01,2025-02-22,18,CLOSED,XOF
LN00540,CLI0062,AGT016,2485000,9.1,2024-04-15,2025-10-07,18,CLOSED,EUR
LN00541,CLI0290,AGT016,2435000,21.1,2022-06-12,2023-12-04,18,ACTIVE,XOF
LN00542,CLI0133,AGT002,410000,15.4,2020-11-29,2023-11-14,36,CLOSED,XOF
LN00543,CLI0084,AGT012,1080000,22.6,2020-04-18,2021-10-10,18,ACTIVE,XOF
LN00544,CLI0150,AGT017,525000,18.0,2022-12-20,2023-06-18,6,CLOSED,XOF
LN00545,CLI0279,AGT010,715000,19.2,2021-10-22,2023-04-15,18,ACTIVE,XOF
LN00546,CLI0074,AGT017,740000,20.5,2020-01-27,2021-01-21,12,ACTIVE,XOF
LN00547,CLI0053,AGT017,590000,11.0,2021-03-22,2022-03-17,12,DEFAULTED,XOF
LN00548,CLI0214,AGT004,2055000,22.8,2022-08-01,2023-01-28,6,ACTIVE,XOF
LN00549,CLI0186,AGT020,1330000,23.5,2020-10-11,2022-10-01,24,ACTIVE,XOF
LN00550,CLI0015,AGT008,365000,19.1,2024-03-04,2024-08-31,6,CLOSED,XOF
LN00551,CLI0065,AGT003,1090000,20.2,2021-03-05,2022-02-28,12,ACTIVE,XOF
